,0
0,5.993371669572958
1,5.426364296539963
2,5.161572839165795
3,5.400088570698612
4,5.518358964234197
5,5.558905194879514
6,5.563219494935171
7,5.557745275298211
8,5.5716274547039415
9,5.594914319571989
10,5.649137055520201
11,5.648021043504396
12,5.647873579995869
13,5.647726116487342
14,5.647578652978814
15,5.647431189470288
16,5.6472837259617625
17,5.680047456462514
18,5.6650907939724435
19,5.650134131482369
20,5.64918020061291
21,5.667657287752478
22,5.686134374892045
23,5.704611462031612
24,5.74661092251235
25,5.7886103829930855
26,5.830609843473822
27,5.872609303954558
28,5.914608764435294
29,5.95660822491603
30,5.998607685396767
31,6.0406071458775035
32,6.053761350321007
33,6.06691555476451
34,6.080069759208012
35,5.92609119061811
36,5.874439543069902
37,5.91445573077936
38,5.934397807769197
39,5.954339884759035
40,5.974281961748873
41,5.994224038738711
42,6.014166115728549
43,6.034108192718386
44,5.994255010279414
45,5.999700422146814
46,5.705567980827312
47,5.5361477639720365
48,5.341421291479563
49,5.104648314113012
50,5.017937427298257
51,4.993768994714212
52,4.982284931365549
53,5.005612312982134
54,4.936062279843782
55,5.04397459702872
56,5.04476601401838
57,5.04555743100804
58,5.0463488479977014
59,5.047140264987362
60,5.047063639858491
61,5.10183709192127
62,5.1255271988355835
63,5.16758408849209
64,5.209640978148595
65,5.168428082271097
66,5.178294633420934
67,5.169389619658541
68,5.160484605896149
69,5.100139864643704
70,5.046762143635034
71,5.110637547959119
72,5.1558929471146335
73,5.156143016237865
74,5.211184307807686
75,5.2923120516354345
76,5.290501687619738
77,5.335372007976809
78,5.396823718895982
79,5.381052312919821
80,5.432400298380747
81,5.566152688628903
82,5.622049741363018
83,5.649360061558072
84,5.757485121471114
85,5.801331565042554
86,5.845178008613996
87,5.895839133863734
88,5.946500259113472
89,5.997161384363211
